
Source                                    CommandType Synopsis
Microsoft.PowerShell.Core                      Cmdlet Disable-PSSessionConfiguration [[-Name] <string[]>] [-Force] [-NoServiceRestart] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Disable-RunspaceDebug [[-RunspaceName] <string[]>] [<CommonParameters>]Disable-RunspaceDebug [-Runspace] <runspace[]> [<CommonParameters>]Disable-RunspaceDebug [-RunspaceId] <int[]> [<CommonPa…
PSScheduledJob                                 Cmdlet Disable-ScheduledJob
TLS                                            Cmdlet Disable-TlsCipherSuite [-Name] <string> [-WhatIf] [-Confirm] [<CommonParameters>]
TLS                                            Cmdlet Disable-TlsEccCurve [-Name] <string> [-WhatIf] [-Confirm] [<CommonParameters>]
TLS                                            Cmdlet Disable-TlsSessionTicketKey [-ServiceAccountName] <NTAccount> [-WhatIf] [-Confirm] [<CommonParameters>]
TrustedPlatformModule                          Cmdlet Disable-TpmAutoProvisioning [-OnlyForNextRestart] [<CommonParameters>]
Hyper-V                                        Cmdlet Disable-VMConsoleSupport [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Disabl…
Hyper-V                                        Cmdlet Disable-VMEventing [-Force] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<CommonParameters>]
Hyper-V                                        Cmdlet Disable-VMIntegrationService [-Name] <string[]> [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<C…
Hyper-V                                        Cmdlet Disable-VMMigration [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Disable-VMMigration [-CimSession] <CimSession[]> [-Passth…
Hyper-V                                        Cmdlet Disable-VMRemoteFXPhysicalVideoAdapter [-Name] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParame…
Hyper-V                                        Cmdlet Disable-VMResourceMetering [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Disable-VMResourceMetering [-Resource…
Hyper-V                                        Cmdlet Disable-VMSwitchExtension [-Name] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Disable-VMSwitchExtension [-Name] <strin…
Hyper-V                                        Cmdlet Disable-VMTPM [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Disable-VMTPM [-V…
WindowsErrorReporting                          Cmdlet Disable-WindowsErrorReporting [<CommonParameters>]
Dism                                           Cmdlet Disable-WindowsOptionalFeature -FeatureName <string[]> -Online [-PackageName <string>] [-Remove] [-NoRestart] [-WindowsDirectory <string>] [-SystemDrive <string>] [-LogPath <string>] [-Scratch…
Microsoft.WSMan.Management                     Cmdlet Disable-WSManCredSSP [-Role] <string> [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Disconnect-PSSession [-Session] <PSSession[]> [-IdleTimeoutSec <int>] [-OutputBufferingMode <OutputBufferingMode>] [-ThrottleLimit <int>] [-WhatIf] [-Confirm] [<CommonParameters>]Disconnect-PS…
Hyper-V                                        Cmdlet Disconnect-VMNetworkAdapter [-VMName] <string[]> [[-Name] <string[]>] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<…
Hyper-V                                        Cmdlet Disconnect-VMSan [-Name] <string> -WorldWideNodeName <string[]> -WorldWidePortName <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru]…
Microsoft.WSMan.Management                     Cmdlet Disconnect-WSMan [[-ComputerName] <string>] [<CommonParameters>]
Hyper-V                                        Cmdlet Dismount-VHD [-Path] <string[]> [-SnapshotId <guid>] [-Passthru] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<CommonParameters>…
Hyper-V                                        Cmdlet Dismount-VMHostAssignableDevice [[-InstancePath] <string>] [[-LocationPath] <string>] [-Force] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]
Dism                                           Cmdlet Dismount-WindowsImage -Path <string> -Discard [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]Dismount-WindowsImage -Path <string> -Save [-CheckInte…
AppBackgroundTask                              Cmdlet Enable-AppBackgroundTaskDiagnosticLog [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementBootDebug [-Id] <string> [[-Store] <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementBootDebug [-Entry] <BcdEntryInfo> [-Force] [-WhatIf] [-Co…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementBootEms [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementBootEms [-Id] <string> [[-Store] <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]E…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementDebug [[-Id] <string>] [-Store <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementDebug [-Entry] <BcdEntryInfo> [-Force] [-WhatIf] [-Confirm] […
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementEms [-Id] <string> [[-Store] <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementEms [-Entry] <BcdEntryInfo> [-Force] [-WhatIf] [-Confirm] [<Com…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementEventLogging [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementEventLogging [-Id] <string> [[-Store] <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<CommonPar…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Enable-BcdElementHypervisorDebug [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-BcdElementHypervisorDebug [-Id] <string> [[-Store] <BcdStoreInfo>] [-Force] [-WhatIf] [-Confirm] [<Com…
Microsoft.PowerShell.Core                      Cmdlet Enable-ExperimentalFeature [-Name] <string[]> [-Scope <ConfigScope>] [-WhatIf] [-Confirm] [<CommonParameters>]
PSScheduledJob                                 Cmdlet Enable-JobTrigger
Microsoft.PowerShell.LocalAccounts             Cmdlet Enable-LocalUser [-InputObject] <LocalUser[]> [-WhatIf] [-Confirm] [<CommonParameters>]Enable-LocalUser [-Name] <string[]> [-WhatIf] [-Confirm] [<CommonParameters>]Enable-LocalUser [-SID] <Sec…
Microsoft.PowerShell.Utility                   Cmdlet Enable-PSBreakpoint [-Breakpoint] <Breakpoint[]> [-PassThru] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-PSBreakpoint [-Id] <int[]> [-PassThru] [-Runspace <runspace>] [-WhatIf] [-Confirm] …
Microsoft.PowerShell.Core                      Cmdlet Enable-PSRemoting [-Force] [-SkipNetworkProfileCheck] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Enable-PSSessionConfiguration [[-Name] <string[]>] [-Force] [-SecurityDescriptorSddl <string>] [-SkipNetworkProfileCheck] [-NoServiceRestart] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Enable-RunspaceDebug [[-RunspaceName] <string[]>] [-BreakAll] [<CommonParameters>]Enable-RunspaceDebug [-Runspace] <runspace[]> [-BreakAll] [<CommonParameters>]Enable-RunspaceDebug [-RunspaceI…
PSScheduledJob                                 Cmdlet Enable-ScheduledJob
TLS                                            Cmdlet Enable-TlsCipherSuite [-Name] <string> [[-Position] <uint>] [-WhatIf] [-Confirm] [<CommonParameters>]
TLS                                            Cmdlet Enable-TlsEccCurve [-Name] <string> [[-Position] <uint>] [-WhatIf] [-Confirm] [<CommonParameters>]
TLS                                            Cmdlet Enable-TlsSessionTicketKey [-Password] <securestring> [-Path] <string> [-ServiceAccountName] <NTAccount> [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
TrustedPlatformModule                          Cmdlet Enable-TpmAutoProvisioning [<CommonParameters>]
Hyper-V                                        Cmdlet Enable-VMConsoleSupport [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-…
Hyper-V                                        Cmdlet Enable-VMEventing [-Force] [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-WhatIf] [-Confirm] [<CommonParameters>]
Hyper-V                                        Cmdlet Enable-VMIntegrationService [-Name] <string[]> [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<Co…
Hyper-V                                        Cmdlet Enable-VMMigration [[-ComputerName] <string[]>] [[-Credential] <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-VMMigration [-CimSession] <CimSession[]> [-Passthru…
Hyper-V                                        Cmdlet Enable-VMRemoteFXPhysicalVideoAdapter [-Name] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParamet…
Hyper-V                                        Cmdlet Enable-VMReplication [-VMName] <string[]> [-ReplicaServerName] <string> [-ReplicaServerPort] <int> [-AuthenticationType] <ReplicationAuthenticationType> [-CimSession <CimSession[]>] [-Computer…
Hyper-V                                        Cmdlet Enable-VMResourceMetering [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Enable-VMResourceMetering [-ResourcePo…
Hyper-V                                        Cmdlet Enable-VMSwitchExtension [-Name] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [<CommonParameters>]Enable-VMSwitchExtension [-Name] <string[…
Hyper-V                                        Cmdlet Enable-VMTPM [-VMName] <string[]> [-CimSession <CimSession[]>] [-ComputerName <string[]>] [-Credential <pscredential[]>] [-Passthru] [-WhatIf] [-Confirm] [<CommonParameters>]Enable-VMTPM [-VM]…
WindowsErrorReporting                          Cmdlet Enable-WindowsErrorReporting [<CommonParameters>]
Dism                                           Cmdlet Enable-WindowsOptionalFeature -FeatureName <string[]> -Online [-PackageName <string>] [-All] [-LimitAccess] [-Source <string[]>] [-NoRestart] [-WindowsDirectory <string>] [-SystemDrive <string…
Microsoft.WSMan.Management                     Cmdlet Enable-WSManCredSSP [-Role] <string> [[-DelegateComputer] <string[]>] [-Force] [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Enter-PSHostProcess [-Id] <int> [[-AppDomainName] <string>] [<CommonParameters>]Enter-PSHostProcess [-Process] <Process> [[-AppDomainName] <string>] [<CommonParameters>]Enter-PSHostProcess [-N…
Microsoft.PowerShell.Core                      Cmdlet Enter-PSSession [-ComputerName] <string> [-EnableNetworkAccess] [-Credential <pscredential>] [-ConfigurationName <string>] [-Port <int>] [-UseSSL] [-ApplicationName <string>] [-SessionOption <…
Microsoft.PowerShell.Core                      Cmdlet Exit-PSHostProcess [<CommonParameters>]
Microsoft.PowerShell.Core                      Cmdlet Exit-PSSession [<CommonParameters>]
Dism                                           Cmdlet Expand-WindowsCustomDataImage -ImagePath <string> -CustomDataImage <string> -SingleInstance [-LogPath <string>] [-ScratchDirectory <string>] [-LogLevel <LogLevel>] [<CommonParameters>]
Dism                                           Cmdlet Expand-WindowsImage -ImagePath <string> -Name <string> -ApplyPath <string> [-SplitImageFilePattern <string>] [-CheckIntegrity] [-ConfirmTrustedFile] [-NoRpFix] [-Verify] [-WIMBoot] [-Compact] …
Microsoft.PowerShell.Utility                   Cmdlet Export-Alias [-Path] <string> [[-Name] <string[]>] [-PassThru] [-As <ExportAliasFormat>] [-Append] [-Force] [-NoClobber] [-Description <string>] [-Scope <string>] [-WhatIf] [-Confirm] [<Common…
Microsoft.Windows.Bcd.Cmdlets                  Cmdlet Export-BcdStore [-Path] <string> [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
PKI                                            Cmdlet Export-Certificate -FilePath <string> -Cert <Certificate> [-Type <CertType>] [-NoClobber] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
Microsoft.PowerShell.Utility                   Cmdlet Export-Clixml [-Path] <string> -InputObject <psobject> [-Depth <int>] [-Force] [-NoClobber] [-Encoding <Encoding>] [-WhatIf] [-Confirm] [<CommonParameters>]Export-Clixml -LiteralPath <string> …
Microsoft.PowerShell.Utility                   Cmdlet Export-Csv [[-Path] <string>] [[-Delimiter] <char>] -InputObject <psobject> [-LiteralPath <string>] [-Force] [-NoClobber] [-Encoding <Encoding>] [-Append] [-IncludeTypeInformation] [-NoTypeInf…
Microsoft.PowerShell.Utility                   Cmdlet Export-FormatData -InputObject <ExtendedTypeDefinition[]> -Path <string> [-Force] [-NoClobber] [-IncludeScriptBlock] [<CommonParameters>]Export-FormatData -InputObject <ExtendedTypeDefinition[…
Microsoft.PowerShell.Core                      Cmdlet Export-ModuleMember [[-Function] <string[]>] [-Cmdlet <string[]>] [-Variable <string[]>] [-Alias <string[]>] [<CommonParameters>]
PKI                                            Cmdlet Export-PfxCertificate [-PFXData] <PfxData> [-FilePath] <string> [-NoProperties] [-NoClobber] [-Force] [-CryptoAlgorithmOption <CryptoAlgorithmOptions>] [-ChainOption <ExportChainOption>] [-Pro…
Provisioning                                   Cmdlet Export-ProvisioningPackage [-OutputFolder] <string> -PackageId <string> [-AllowClobber] [-AnswerFileOnly] [-LogsDirectoryPath <string>] [-WprpFile <string>] [-ConnectedDevice] [<CommonParamete…
Microsoft.PowerShell.Utility                   Cmdlet Export-PSSession [-Session] <PSSession> [-OutputModule] <string> [[-CommandName] <string[]>] [[-FormatTypeName] <string[]>] [-Force] [-Encoding <Encoding>] [-AllowClobber] [-ArgumentList <Obje…
StartLayout                                    Cmdlet Export-StartLayout [-Path] <string> [-UseDesktopApplicationID] [-WhatIf] [-Confirm] [<CommonParameters>]Export-StartLayout -LiteralPath <string> [-UseDesktopApplicationID] [-WhatIf] [-Confirm]…
StartLayout                                    Cmdlet Export-StartLayoutEdgeAssets [-Path] <string> [-WhatIf] [-Confirm] [<CommonParameters>]Export-StartLayoutEdgeAssets -LiteralPath <string> [-WhatIf] [-Confirm] [<CommonParameters>]
TLS                                            Cmdlet Export-TlsSessionTicketKey [-Password] <securestring> [[-Path] <string>] [-ServiceAccountName] <NTAccount> [-WhatIf] [-Confirm] [<CommonParameters>]
Provisioning                                   Cmdlet Export-Trace [-ETLFile] <string> [-Overwrite] [-LogsDirectoryPath <string>] [-WprpFile <string>] [-ConnectedDevice] [<CommonParameters>]
